id,monto_de_recuperacion_esperado,monto_de_recuperacion_real,estrategia_de_recuperacion,edad,sexo
767,1858,1366.537292,Nivel 1 de Recuperacion,31,Masculino
1674,1868,1188.923047,Nivel 1 de Recuperacion,30,Femenino
799,1869,1089.848594,Nivel 1 de Recuperacion,31,Masculino
129,1870,951.5318641,Nivel 1 de Recuperacion,36,Femenino
1392,1870,893.0947671,Nivel 1 de Recuperacion,29,Femenino
2056,1871,1000.248119,Nivel 1 de Recuperacion,31,Femenino
837,1872,1563.704901,Nivel 1 de Recuperacion,32,Masculino
1063,1873,1984.34583,Nivel 1 de Recuperacion,34,Masculino
1219,1873,1331.815456,Nivel 1 de Recuperacion,41,Masculino
1228,1878,1421.642905,Nivel 1 de Recuperacion,34,Masculino
1507,1879,1571.505756,Nivel 1 de Recuperacion,47,Masculino
228,1884,1511.60469,Nivel 1 de Recuperacion,21,Femenino
703,1884,1095.624391,Nivel 1 de Recuperacion,25,Femenino
346,1886,1313.801525,Nivel 1 de Recuperacion,28,Femenino
546,1890,1617.32587,Nivel 1 de Recuperacion,30,Femenino
671,1890,2515.197012,Nivel 1 de Recuperacion,29,Masculino
852,1890,1758.292029,Nivel 1 de Recuperacion,23,Femenino
1765,1893,2275.270555,Nivel 1 de Recuperacion,38,Masculino
77,1898,1649.817043,Nivel 1 de Recuperacion,25,Masculino
1191,1901,1955.899874,Nivel 1 de Recuperacion,31,Masculino
398,1905,2038.020341,Nivel 1 de Recuperacion,45,Masculino
1125,1906,1366.274838,Nivel 1 de Recuperacion,32,Femenino
1189,1909,1673.228346,Nivel 1 de Recuperacion,41,Masculino
765,1911,2900.715251,Nivel 1 de Recuperacion,33,Masculino
139,1913,1244.629382,Nivel 1 de Recuperacion,37,Masculino
1539,1918,2041.489372,Nivel 1 de Recuperacion,33,Femenino
1263,1921,1388.405865,Nivel 1 de Recuperacion,32,Femenino
1886,1921,1677.798159,Nivel 1 de Recuperacion,21,Masculino
824,1925,2329.960419,Nivel 1 de Recuperacion,27,Femenino
1205,1931,1544.760013,Nivel 1 de Recuperacion,23,Masculino
815,1937,2094.966709,Nivel 1 de Recuperacion,29,Femenino
713,1938,1982.123544,Nivel 1 de Recuperacion,25,Femenino
1713,1939,1410.065369,Nivel 1 de Recuperacion,32,Femenino
1787,1943,1501.202793,Nivel 1 de Recuperacion,29,Masculino
629,1947,1997.171511,Nivel 1 de Recuperacion,18,Masculino
1960,1949,1589.936858,Nivel 1 de Recuperacion,33,Femenino
619,1950,3181.187202,Nivel 1 de Recuperacion,44,Masculino
1686,1950,1828.27477,Nivel 1 de Recuperacion,26,Femenino
660,1951,1419.948279,Nivel 1 de Recuperacion,39,Femenino
841,1952,876.3332326,Nivel 1 de Recuperacion,33,Femenino
966,1952,1752.634192,Nivel 1 de Recuperacion,26,Masculino
1061,1956,1524.492376,Nivel 1 de Recuperacion,30,Femenino
1601,1956,1576.813663,Nivel 1 de Recuperacion,32,Masculino
205,1957,5018.282398,Nivel 1 de Recuperacion,41,Masculino
1252,1957,1737.148223,Nivel 1 de Recuperacion,31,Femenino
1169,1958,2336.677174,Nivel 1 de Recuperacion,25,Masculino
740,1959,1415.65261,Nivel 1 de Recuperacion,29,Femenino
881,1960,1837.996298,Nivel 1 de Recuperacion,33,Femenino
803,1966,2714.36239,Nivel 1 de Recuperacion,19,Femenino
587,1969,1818.357719,Nivel 1 de Recuperacion,40,Masculino
1770,1970,1104.771992,Nivel 1 de Recuperacion,35,Masculino
1968,1970,1243.107392,Nivel 1 de Recuperacion,24,Femenino
222,1971,1486.164201,Nivel 1 de Recuperacion,36,Masculino
1422,1977,2078.48635,Nivel 1 de Recuperacion,33,Femenino
979,1978,1676.531136,Nivel 1 de Recuperacion,35,Masculino
1631,1982,2214.908302,Nivel 1 de Recuperacion,23,Masculino
674,1983,1258.65023,Nivel 1 de Recuperacion,31,Masculino
534,1984,2512.543451,Nivel 1 de Recuperacion,38,Masculino
1168,1985,1458.064208,Nivel 1 de Recuperacion,27,Femenino
715,1986,2389.374966,Nivel 1 de Recuperacion,40,Masculino
805,1988,2218.180411,Nivel 1 de Recuperacion,36,Femenino
1282,1988,1475.957452,Nivel 1 de Recuperacion,28,Femenino
1879,1988,2508.799693,Nivel 1 de Recuperacion,34,Femenino
922,1990,2072.97117,Nivel 1 de Recuperacion,40,Masculino
1025,1992,1364.51573,Nivel 1 de Recuperacion,23,Masculino
213,1997,2694.4988,Nivel 1 de Recuperacion,33,Masculino
392,2001,2028.40659,Nivel 2 de Recuperacion,22,Femenino
663,2003,2886.219918,Nivel 2 de Recuperacion,30,Masculino
26,2004,1880.277801,Nivel 2 de Recuperacion,36,Masculino
1261,2004,2443.574075,Nivel 2 de Recuperacion,25,Masculino
1728,2005,1918.785347,Nivel 2 de Recuperacion,28,Masculino
536,2006,3208.70173,Nivel 2 de Recuperacion,42,Masculino
812,2010,3187.386425,Nivel 2 de Recuperacion,40,Masculino
1331,2012,2382.857405,Nivel 2 de Recuperacion,37,Masculino
549,2015,4557.993739,Nivel 2 de Recuperacion,33,Femenino
2031,2031,2420.865851,Nivel 2 de Recuperacion,44,Masculino
1295,2032,3127.760254,Nivel 2 de Recuperacion,29,Masculino
754,2033,2145.276991,Nivel 2 de Recuperacion,48,Femenino
411,2036,2175.205409,Nivel 2 de Recuperacion,50,Masculino
591,2041,1382.577822,Nivel 2 de Recuperacion,41,Masculino
1089,2042,3208.279562,Nivel 2 de Recuperacion,57,Masculino
996,2045,3671.366816,Nivel 2 de Recuperacion,18,Femenino
116,2047,1973.817872,Nivel 2 de Recuperacion,32,Femenino
1310,2050,1764.758008,Nivel 2 de Recuperacion,34,Femenino
470,2051,2027.643797,Nivel 2 de Recuperacion,30,Masculino
1691,2052,2942.504158,Nivel 2 de Recuperacion,51,Femenino
1940,2054,1450.708592,Nivel 2 de Recuperacion,43,Masculino
19,2061,1986.920946,Nivel 2 de Recuperacion,18,Femenino
409,2061,2050.914349,Nivel 2 de Recuperacion,27,Femenino
971,2061,2802.929366,Nivel 2 de Recuperacion,27,Femenino
415,2063,2242.029309,Nivel 2 de Recuperacion,28,Femenino
931,2064,2642.509789,Nivel 2 de Recuperacion,36,Masculino
1748,2064,3716.271352,Nivel 2 de Recuperacion,19,Femenino
185,2067,1989.330538,Nivel 2 de Recuperacion,28,Masculino
634,2071,3025.268694,Nivel 2 de Recuperacion,38,Masculino
726,2071,2672.351183,Nivel 2 de Recuperacion,24,Masculino
11,2072,1925.993008,Nivel 2 de Recuperacion,26,Masculino
706,2074,1543.24897,Nivel 2 de Recuperacion,41,Masculino
738,2074,2137.942801,Nivel 2 de Recuperacion,39,Masculino
1827,2076,1634.203657,Nivel 2 de Recuperacion,30,Masculino
360,2077,2567.629301,Nivel 2 de Recuperacion,45,Masculino
1627,2080,4222.508136,Nivel 2 de Recuperacion,25,Masculino
91,2084,2145.988699,Nivel 2 de Recuperacion,58,Masculino
1882,2084,2034.726416,Nivel 2 de Recuperacion,27,Femenino
920,2085,1513.2332,Nivel 2 de Recuperacion,37,Femenino
1440,2085,2732.251685,Nivel 2 de Recuperacion,27,Femenino
1971,2085,2966.709866,Nivel 2 de Recuperacion,48,Masculino
1594,2086,4973.876681,Nivel 2 de Recuperacion,19,Masculino
126,2089,1832.421006,Nivel 2 de Recuperacion,35,Masculino
730,2089,2884.136703,Nivel 2 de Recuperacion,27,Masculino
1544,2093,2116.884226,Nivel 2 de Recuperacion,21,Femenino
1887,2097,2486.597606,Nivel 2 de Recuperacion,39,Femenino
1432,2098,2955.061975,Nivel 2 de Recuperacion,43,Femenino
146,2103,1824.050337,Nivel 2 de Recuperacion,33,Femenino
252,2108,1562.305201,Nivel 2 de Recuperacion,36,Masculino
783,2112,2302.072406,Nivel 2 de Recuperacion,25,Femenino
1707,2114,2245.59971,Nivel 2 de Recuperacion,40,Femenino
1318,2124,3000.473889,Nivel 2 de Recuperacion,21,Femenino
790,2129,4206.590002,Nivel 2 de Recuperacion,25,Masculino
102,2132,2203.498368,Nivel 2 de Recuperacion,26,Masculino
1003,2133,2311.090894,Nivel 2 de Recuperacion,22,Masculino
1669,2134,3128.95914,Nivel 2 de Recuperacion,19,Femenino
835,2137,2448.235736,Nivel 2 de Recuperacion,45,Femenino
1996,2140,1637.337729,Nivel 2 de Recuperacion,40,Masculino
335,2143,2074.051832,Nivel 2 de Recuperacion,20,Masculino
1095,2143,2029.569792,Nivel 2 de Recuperacion,28,Masculino
387,2144,2469.371374,Nivel 2 de Recuperacion,30,Masculino
681,2148,2404.100277,Nivel 2 de Recuperacion,22,Masculino
687,2150,2353.735482,Nivel 2 de Recuperacion,32,Masculino
1221,2153,2061.243035,Nivel 2 de Recuperacion,23,Femenino
1961,2153,2764.849163,Nivel 2 de Recuperacion,30,Masculino
2011,2157,2482.342414,Nivel 2 de Recuperacion,31,Femenino
1130,2167,2320.072672,Nivel 2 de Recuperacion,26,Femenino
816,2168,2235.182872,Nivel 2 de Recuperacion,29,Masculino
1906,2170,2923.858955,Nivel 2 de Recuperacion,34,Femenino
1098,2173,2177.831483,Nivel 2 de Recuperacion,29,Femenino
750,2176,2062.245622,Nivel 2 de Recuperacion,35,Femenino
1232,2176,2571.553218,Nivel 2 de Recuperacion,35,Femenino
1194,2187,2577.731183,Nivel 2 de Recuperacion,47,Femenino
1011,2189,2077.679214,Nivel 2 de Recuperacion,41,Masculino
224,2193,3101.638022,Nivel 2 de Recuperacion,21,Femenino
288,2197,1848.842071,Nivel 2 de Recuperacion,44,Masculino
1395,2197,2821.171539,Nivel 2 de Recuperacion,27,Femenino
257,2198,1619.817027,Nivel 2 de Recuperacion,33,Masculino
1469,2203,2955.10407,Nivel 2 de Recuperacion,42,Masculino
1738,2203,2640.313107,Nivel 2 de Recuperacion,26,Femenino
1687,2207,2024.615988,Nivel 2 de Recuperacion,37,Masculino
20,2209,2353.110412,Nivel 2 de Recuperacion,33,Femenino
412,2211,1683.31681,Nivel 2 de Recuperacion,36,Femenino
1275,2211,2698.342441,Nivel 2 de Recuperacion,53,Masculino
976,2212,2323.772083,Nivel 2 de Recuperacion,29,Femenino
1864,2213,1789.781074,Nivel 2 de Recuperacion,41,Masculino
625,2214,2911.525427,Nivel 2 de Recuperacion,47,Femenino
1373,2214,2970.65631,Nivel 2 de Recuperacion,19,Femenino
1112,2218,2676.546674,Nivel 2 de Recuperacion,24,Masculino
821,2221,2305.943712,Nivel 2 de Recuperacion,22,Masculino
1362,2221,2924.397353,Nivel 2 de Recuperacion,26,Femenino
1682,2223,3294.037838,Nivel 2 de Recuperacion,56,Femenino
307,2224,3567.99316,Nivel 2 de Recuperacion,28,Femenino
1923,2224,2329.141892,Nivel 2 de Recuperacion,40,Femenino
56,2225,2966.972207,Nivel 2 de Recuperacion,31,Masculino
1251,2227,2328.380214,Nivel 2 de Recuperacion,26,Femenino
658,2234,2994.990869,Nivel 2 de Recuperacion,39,Masculino
1567,2234,3257.486712,Nivel 2 de Recuperacion,29,Femenino
1153,2237,2405.639466,Nivel 2 de Recuperacion,41,Femenino
1034,2239,4170.040036,Nivel 2 de Recuperacion,52,Femenino
1218,2239,2337.449149,Nivel 2 de Recuperacion,39,Femenino
1927,2244,2525.722979,Nivel 2 de Recuperacion,52,Masculino
374,2248,1731.704848,Nivel 2 de Recuperacion,32,Femenino
1585,2248,4554.125549,Nivel 2 de Recuperacion,35,Femenino
1376,2249,3088.061261,Nivel 2 de Recuperacion,23,Femenino
1028,2253,2871.750943,Nivel 2 de Recuperacion,25,Femenino
668,2254,2650.456722,Nivel 2 de Recuperacion,33,Masculino
1975,2254,1699.961673,Nivel 2 de Recuperacion,29,Femenino
362,2259,2967.16689,Nivel 2 de Recuperacion,38,Femenino
586,2260,1881.091423,Nivel 2 de Recuperacion,33,Masculino
1683,2270,3752.55653,Nivel 2 de Recuperacion,44,Masculino
1711,2270,2726.165264,Nivel 2 de Recuperacion,31,Femenino
1909,2272,1869.913573,Nivel 2 de Recuperacion,44,Masculino
1642,2276,2893.64775,Nivel 2 de Recuperacion,29,Masculino
125,2277,1565.968493,Nivel 2 de Recuperacion,24,Femenino
162,2290,2346.437789,Nivel 2 de Recuperacion,29,Femenino
78,2291,2187.878205,Nivel 2 de Recuperacion,33,Femenino
1030,2293,3275.118951,Nivel 2 de Recuperacion,34,Masculino
1107,2299,2242.05616,Nivel 2 de Recuperacion,36,Masculino
1467,2299,2169.367125,Nivel 2 de Recuperacion,41,Femenino
615,2304,2643.917627,Nivel 2 de Recuperacion,40,Masculino
574,2306,2326.746669,Nivel 2 de Recuperacion,24,Masculino
128,2309,2141.132202,Nivel 2 de Recuperacion,39,Femenino
943,2311,3179.625192,Nivel 2 de Recuperacion,20,Masculino
782,2313,2330.891939,Nivel 2 de Recuperacion,38,Femenino
271,2315,1431.904334,Nivel 2 de Recuperacion,37,Masculino
793,2315,3776.006776,Nivel 2 de Recuperacion,39,Femenino
383,2324,1766.606107,Nivel 2 de Recuperacion,22,Femenino
388,2326,1789.958958,Nivel 2 de Recuperacion,39,Masculino
1523,2326,2408.6876,Nivel 2 de Recuperacion,31,Masculino
666,2327,3020.870691,Nivel 2 de Recuperacion,33,Masculino
1360,2328,2035.062796,Nivel 2 de Recuperacion,33,Femenino
1577,2333,4590.658881,Nivel 2 de Recuperacion,23,Masculino
1814,2334,3104.674131,Nivel 2 de Recuperacion,24,Femenino
1245,2336,2724.87938,Nivel 2 de Recuperacion,41,Femenino
729,2337,3070.641379,Nivel 2 de Recuperacion,39,Masculino
1953,2341,2114.008519,Nivel 2 de Recuperacion,34,Femenino
24,2345,3084.824114,Nivel 2 de Recuperacion,30,Femenino
1421,2346,2986.494451,Nivel 2 de Recuperacion,39,Masculino
694,2347,2052.488423,Nivel 2 de Recuperacion,59,Masculino
1732,2351,2234.406571,Nivel 2 de Recuperacion,48,Femenino
329,2353,4294.435417,Nivel 2 de Recuperacion,49,Masculino
552,2353,5262.626235,Nivel 2 de Recuperacion,50,Femenino
912,2365,2885.013988,Nivel 2 de Recuperacion,45,Femenino
672,2372,4230.034568,Nivel 2 de Recuperacion,35,Masculino
880,2374,3420.910596,Nivel 2 de Recuperacion,33,Masculino
130,2376,3320.644691,Nivel 2 de Recuperacion,49,Masculino
1121,2377,2751.911408,Nivel 2 de Recuperacion,29,Masculino
885,2381,1747.837722,Nivel 2 de Recuperacion,39,Masculino
1573,2382,2396.038311,Nivel 2 de Recuperacion,30,Femenino
1710,2382,2991.650827,Nivel 2 de Recuperacion,29,Femenino
301,2383,2358.396034,Nivel 2 de Recuperacion,32,Masculino
1708,2391,3716.241483,Nivel 2 de Recuperacion,48,Femenino
1482,2393,3785.712653,Nivel 2 de Recuperacion,37,Masculino
108,2397,2171.352938,Nivel 2 de Recuperacion,33,Masculino
1206,2397,2629.40041,Nivel 2 de Recuperacion,49,Femenino
127,2402,2472.22569,Nivel 2 de Recuperacion,34,Masculino
1135,2406,4061.770156,Nivel 2 de Recuperacion,24,Femenino
540,2412,3952.692683,Nivel 2 de Recuperacion,61,Femenino
1163,2413,2871.29519,Nivel 2 de Recuperacion,32,Femenino
527,2420,2191.112534,Nivel 2 de Recuperacion,42,Femenino
138,2422,2408.008447,Nivel 2 de Recuperacion,47,Masculino
605,2425,2099.926747,Nivel 2 de Recuperacion,35,Femenino
1869,2430,4148.329488,Nivel 2 de Recuperacion,60,Femenino
277,2433,2780.707554,Nivel 2 de Recuperacion,39,Femenino
910,2434,1669.760129,Nivel 2 de Recuperacion,35,Femenino
1831,2435,3184.920268,Nivel 2 de Recuperacion,53,Masculino
496,2439,2771.514393,Nivel 2 de Recuperacion,24,Femenino
510,2445,2829.378855,Nivel 2 de Recuperacion,45,Femenino
599,2450,2081.660125,Nivel 2 de Recuperacion,39,Masculino
140,2451,1440.036586,Nivel 2 de Recuperacion,46,Masculino
1143,2453,2816.475368,Nivel 2 de Recuperacion,38,Masculino
197,2454,2883.755173,Nivel 2 de Recuperacion,43,Femenino
217,2456,4760.167507,Nivel 2 de Recuperacion,50,Masculino
1945,2458,3213.962471,Nivel 2 de Recuperacion,43,Masculino
1213,2460,2997.41658,Nivel 2 de Recuperacion,38,Masculino
106,2461,2230.455723,Nivel 2 de Recuperacion,36,Femenino
1196,2471,2938.692504,Nivel 2 de Recuperacion,40,Femenino
1527,2474,3505.717361,Nivel 2 de Recuperacion,42,Femenino
1273,2475,2275.963308,Nivel 2 de Recuperacion,23,Femenino
521,2477,3205.133083,Nivel 2 de Recuperacion,34,Femenino
1474,2477,6032.989886,Nivel 2 de Recuperacion,40,Femenino
80,2478,1840.042242,Nivel 2 de Recuperacion,44,Masculino
204,2482,3236.864035,Nivel 2 de Recuperacion,34,Masculino
1092,2482,1504.128188,Nivel 2 de Recuperacion,40,Masculino
1393,2484,3328.996815,Nivel 2 de Recuperacion,37,Masculino
741,2487,3560.054846,Nivel 2 de Recuperacion,44,Femenino
2007,2487,2597.401245,Nivel 2 de Recuperacion,45,Femenino
639,2493,3239.618438,Nivel 2 de Recuperacion,51,Femenino
133,2504,2506.900923,Nivel 2 de Recuperacion,44,Femenino
256,2504,1938.380662,Nivel 2 de Recuperacion,31,Masculino
1670,2505,2622.8006,Nivel 2 de Recuperacion,34,Masculino
356,2506,2413.223027,Nivel 2 de Recuperacion,36,Femenino
999,2514,2526.336632,Nivel 2 de Recuperacion,37,Femenino
499,2516,2915.246872,Nivel 2 de Recuperacion,26,Masculino
87,2517,2514.072491,Nivel 2 de Recuperacion,27,Masculino
218,2517,4347.965974,Nivel 2 de Recuperacion,40,Femenino
1210,2519,2872.14228,Nivel 2 de Recuperacion,52,Masculino
1640,2523,2766.221591,Nivel 2 de Recuperacion,19,Femenino
442,2524,3731.012646,Nivel 2 de Recuperacion,43,Masculino
867,2526,4399.065089,Nivel 2 de Recuperacion,55,Femenino
2035,2527,2834.24847,Nivel 2 de Recuperacion,42,Femenino
1247,2529,3137.806508,Nivel 2 de Recuperacion,38,Femenino
1229,2542,2327.992311,Nivel 2 de Recuperacion,37,Masculino
234,2545,1876.382137,Nivel 2 de Recuperacion,34,Masculino
419,2547,2742.475819,Nivel 2 de Recuperacion,31,Masculino
697,2547,3009.845651,Nivel 2 de Recuperacion,44,Femenino
1356,2550,2442.531266,Nivel 2 de Recuperacion,24,Femenino
448,2552,8997.653528,Nivel 2 de Recuperacion,48,Femenino
487,2552,2637.680844,Nivel 2 de Recuperacion,47,Masculino
441,2557,2577.653384,Nivel 2 de Recuperacion,31,Masculino
494,2560,3575.944515,Nivel 2 de Recuperacion,43,Masculino
708,2563,3060.911951,Nivel 2 de Recuperacion,49,Femenino
780,2563,2489.942442,Nivel 2 de Recuperacion,50,Femenino
172,2569,1940.99646,Nivel 2 de Recuperacion,23,Femenino
264,2570,2467.202707,Nivel 2 de Recuperacion,36,Femenino
1600,2570,8812.251935,Nivel 2 de Recuperacion,53,Femenino
1472,2572,3167.697471,Nivel 2 de Recuperacion,34,Masculino
1624,2573,3485.979423,Nivel 2 de Recuperacion,39,Masculino
862,2576,3976.808105,Nivel 2 de Recuperacion,34,Masculino
1105,2585,2452.978578,Nivel 2 de Recuperacion,36,Femenino
372,2592,2254.382847,Nivel 2 de Recuperacion,26,Femenino
50,2597,2570.857423,Nivel 2 de Recuperacion,37,Femenino
1119,2602,2854.049738,Nivel 2 de Recuperacion,39,Masculino
1661,2606,1994.007686,Nivel 2 de Recuperacion,38,Masculino
1783,2611,3476.900456,Nivel 2 de Recuperacion,25,Femenino
274,2612,1566.107114,Nivel 2 de Recuperacion,37,Masculino
31,2614,5508.572424,Nivel 2 de Recuperacion,55,Femenino
1494,2616,2806.188376,Nivel 2 de Recuperacion,43,Masculino
1772,2616,2594.619576,Nivel 2 de Recuperacion,30,Masculino
1897,2621,2117.156751,Nivel 2 de Recuperacion,52,Masculino
861,2622,2621.438675,Nivel 2 de Recuperacion,54,Masculino
1330,2623,4738.28446,Nivel 2 de Recuperacion,57,Masculino
1749,2633,3750.170324,Nivel 2 de Recuperacion,33,Femenino
542,2638,2606.07639,Nivel 2 de Recuperacion,35,Masculino
749,2642,3075.818601,Nivel 2 de Recuperacion,24,Masculino
1569,2644,3519.201835,Nivel 2 de Recuperacion,41,Femenino
45,2653,3565.670989,Nivel 2 de Recuperacion,33,Femenino
1666,2654,2813.513369,Nivel 2 de Recuperacion,39,Femenino
944,2657,3707.486758,Nivel 2 de Recuperacion,34,Femenino
679,2661,1983.86171,Nivel 2 de Recuperacion,38,Femenino
2009,2670,3254.483057,Nivel 2 de Recuperacion,18,Masculino
255,2671,3557.152765,Nivel 2 de Recuperacion,36,Masculino
594,2680,3531.894651,Nivel 2 de Recuperacion,35,Masculino
2039,2680,2386.810062,Nivel 2 de Recuperacion,31,Femenino
183,2691,3312.014872,Nivel 2 de Recuperacion,29,Femenino
273,2691,1710.445917,Nivel 2 de Recuperacion,32,Masculino
15,2698,2065.919934,Nivel 2 de Recuperacion,35,Masculino
664,2705,3468.756158,Nivel 2 de Recuperacion,31,Masculino
1377,2705,2941.541631,Nivel 2 de Recuperacion,58,Femenino
250,2711,2190.243206,Nivel 2 de Recuperacion,36,Femenino
1689,2720,2700.80156,Nivel 2 de Recuperacion,40,Femenino
995,2729,3270.82471,Nivel 2 de Recuperacion,48,Femenino
655,2730,3995.063667,Nivel 2 de Recuperacion,30,Masculino
43,2731,3411.683705,Nivel 2 de Recuperacion,46,Femenino
776,2735,3510.410909,Nivel 2 de Recuperacion,33,Masculino
455,2741,2040.270577,Nivel 2 de Recuperacion,45,Femenino
1103,2742,2976.761353,Nivel 2 de Recuperacion,33,Femenino
157,2743,2127.603691,Nivel 2 de Recuperacion,33,Masculino
786,2743,2258.306733,Nivel 2 de Recuperacion,45,Femenino
285,2745,2811.067361,Nivel 2 de Recuperacion,33,Femenino
1578,2746,4439.481673,Nivel 2 de Recuperacion,36,Femenino
900,2749,2583.971778,Nivel 2 de Recuperacion,31,Femenino
406,2750,3586.871276,Nivel 2 de Recuperacion,44,Femenino
1020,2751,3096.797323,Nivel 2 de Recuperacion,32,Masculino
49,2756,2731.097532,Nivel 2 de Recuperacion,35,Femenino
1788,2761,3016.947433,Nivel 2 de Recuperacion,53,Masculino
781,2769,2790.726706,Nivel 2 de Recuperacion,40,Femenino
1941,2769,3335.579158,Nivel 2 de Recuperacion,50,Masculino
7,2770,4023.127789,Nivel 2 de Recuperacion,40,Femenino
1062,2770,3865.410882,Nivel 2 de Recuperacion,42,Femenino
1552,2771,4111.634789,Nivel 2 de Recuperacion,32,Masculino
181,2775,1632.986524,Nivel 2 de Recuperacion,43,Masculino
691,2776,2832.51561,Nivel 2 de Recuperacion,38,Masculino
2038,2784,6905.129287,Nivel 2 de Recuperacion,33,Femenino
1190,2787,4560.746371,Nivel 2 de Recuperacion,32,Masculino
1488,2792,5352.005681,Nivel 2 de Recuperacion,39,Femenino
1083,2796,2848.659639,Nivel 2 de Recuperacion,40,Femenino
1152,2796,3295.238163,Nivel 2 de Recuperacion,31,Masculino
1841,2799,2347.422294,Nivel 2 de Recuperacion,41,Masculino
2042,2800,3347.841514,Nivel 2 de Recuperacion,47,Masculino
515,2804,3123.870849,Nivel 2 de Recuperacion,31,Masculino
463,2807,5249.05309,Nivel 2 de Recuperacion,37,Femenino
156,2813,2258.088758,Nivel 2 de Recuperacion,38,Femenino
717,2813,2220.210209,Nivel 2 de Recuperacion,38,Masculino
627,2816,3207.49973,Nivel 2 de Recuperacion,22,Femenino
1313,2817,3235.797637,Nivel 2 de Recuperacion,53,Masculino
445,2827,2513.026523,Nivel 2 de Recuperacion,50,Femenino
79,2832,2627.48364,Nivel 2 de Recuperacion,21,Femenino
1162,2833,2659.868706,Nivel 2 de Recuperacion,33,Masculino
1449,2833,3828.946174,Nivel 2 de Recuperacion,33,Femenino
1084,2841,3062.873584,Nivel 2 de Recuperacion,34,Masculino
860,2849,2343.83442,Nivel 2 de Recuperacion,48,Masculino
831,2864,2996.532607,Nivel 2 de Recuperacion,41,Femenino
1126,2874,5088.147119,Nivel 2 de Recuperacion,42,Femenino
670,2876,3448.148279,Nivel 2 de Recuperacion,51,Femenino
2049,2878,4155.352299,Nivel 2 de Recuperacion,33,Femenino
1690,2880,2892.519739,Nivel 2 de Recuperacion,29,Masculino
1958,2880,8212.70497,Nivel 2 de Recuperacion,52,Femenino
795,2881,4578.123047,Nivel 2 de Recuperacion,53,Masculino
100,2889,3243.898687,Nivel 2 de Recuperacion,33,Femenino
62,2893,2081.447437,Nivel 2 de Recuperacion,37,Femenino
152,2894,2100.229441,Nivel 2 de Recuperacion,42,Femenino
742,2897,3071.208513,Nivel 2 de Recuperacion,32,Masculino
1038,2897,2418.349591,Nivel 2 de Recuperacion,31,Masculino
2025,2897,3583.61663,Nivel 2 de Recuperacion,26,Masculino
633,2898,3436.497284,Nivel 2 de Recuperacion,30,Femenino
849,2901,3459.786742,Nivel 2 de Recuperacion,43,Masculino
467,2910,2354.292609,Nivel 2 de Recuperacion,37,Femenino
1161,2911,3398.202218,Nivel 2 de Recuperacion,51,Femenino
1333,2920,2935.136685,Nivel 2 de Recuperacion,44,Femenino
1436,2924,3999.976012,Nivel 2 de Recuperacion,37,Femenino
1055,2928,3245.300228,Nivel 2 de Recuperacion,46,Femenino
408,2931,4317.77823,Nivel 2 de Recuperacion,31,Masculino
451,2936,2552.751836,Nivel 2 de Recuperacion,29,Masculino
572,2936,3273.408658,Nivel 2 de Recuperacion,31,Masculino
1142,2939,4358.55516,Nivel 2 de Recuperacion,44,Masculino
1468,2943,5206.320068,Nivel 2 de Recuperacion,39,Masculino
1731,2943,2566.731062,Nivel 2 de Recuperacion,30,Masculino
1851,2949,3823.873769,Nivel 2 de Recuperacion,49,Masculino
1946,2954,4027.908634,Nivel 2 de Recuperacion,48,Masculino
296,2956,3886.488049,Nivel 2 de Recuperacion,48,Femenino
537,2956,3745.843475,Nivel 2 de Recuperacion,48,Masculino
400,2967,2939.838633,Nivel 2 de Recuperacion,63,Masculino
579,2973,2806.887751,Nivel 2 de Recuperacion,44,Masculino
171,2974,2801.27208,Nivel 2 de Recuperacion,55,Femenino
323,2976,3456.54218,Nivel 2 de Recuperacion,53,Masculino
381,2976,2041.711051,Nivel 2 de Recuperacion,36,Femenino
801,2981,2954.786885,Nivel 2 de Recuperacion,39,Masculino
1056,2987,3950.405604,Nivel 2 de Recuperacion,48,Masculino
1073,2990,3968.537119,Nivel 2 de Recuperacion,45,Masculino
1266,2992,2401.934713,Nivel 2 de Recuperacion,46,Femenino
1324,2992,4051.659292,Nivel 2 de Recuperacion,48,Femenino
621,3002,5392.977189,Nivel 3 de Recuperacion,47,Masculino
1836,3003,3306.175644,Nivel 3 de Recuperacion,38,Masculino
199,3005,2670.274009,Nivel 3 de Recuperacion,44,Masculino
340,3006,2174.134832,Nivel 3 de Recuperacion,36,Femenino
190,3007,3880.921409,Nivel 3 de Recuperacion,55,Femenino
107,3009,3701.385116,Nivel 3 de Recuperacion,51,Femenino
539,3011,5418.757349,Nivel 3 de Recuperacion,55,Femenino
1872,3014,5240.163699,Nivel 3 de Recuperacion,27,Femenino
1926,3014,4761.861638,Nivel 3 de Recuperacion,55,Masculino
1244,3015,2653.650537,Nivel 3 de Recuperacion,38,Masculino
1884,3016,7262.631211,Nivel 3 de Recuperacion,51,Masculino
978,3020,5531.674176,Nivel 3 de Recuperacion,43,Femenino
1525,3024,673.1240457,Nivel 3 de Recuperacion,46,Femenino
1088,3026,4189.012382,Nivel 3 de Recuperacion,52,Femenino
124,3030,7277.480846,Nivel 3 de Recuperacion,54,Femenino
1811,3030,4482.005947,Nivel 3 de Recuperacion,61,Masculino
1910,3032,8884.060523,Nivel 3 de Recuperacion,25,Femenino
